(time-1423531206)/3600.	SUM(QUEUED)	SUM(RUNNING)	SUM(DONE)
69.75	0	2723	111175
69.8333333333333	0	2723	111175
69.9166666666667	0	2719	111179
70	0	2718	111180
70.0833333333333	0	2717	111181
70.1666666666667	0	2715	111183
70.25	0	2710	111188
70.3333333333333	0	2708	111190
70.4166666666667	0	2708	111190
70.5	0	2703	111195
70.5833333333333	0	2702	111196
70.6666666666667	0	2697	111201
70.75	0	2694	111204
70.8333333333333	0	2692	111206
70.9166666666667	0	2689	111209
71	0	2688	111210
71.0833333333333	0	2686	111212
71.1666666666667	0	2682	111216
71.25	0	2681	111217
71.3333333333333	0	2678	111220
71.4166666666667	0	2677	111221
71.5	0	2677	111221
71.5833333333333	0	2676	111222
71.6666666666667	0	2674	111224
71.75	0	2669	111229
71.8333333333333	0	2667	111231
71.9166666666667	0	2665	111233
72	0	2660	111238
72.0833333333333	0	2658	111240
72.1666666666667	0	2656	111242
72.25	0	2655	111243
72.3333333333333	0	2653	111245
72.4166666666667	0	2652	111246
72.5	0	2648	111250
72.5833333333333	0	2645	111253
72.6666666666667	0	2642	111256
72.75	0	2640	111258
72.8333333333333	0	2639	111259
72.9166666666667	0	2636	111262
73	0	2632	111266
73.0833333333333	0	2630	111268
73.1666666666667	0	2628	111270
73.25	0	2623	111275
73.3333333333333	0	2619	111279
73.4166666666667	0	2619	111279
73.5	0	2617	111281
73.5833333333333	0	2614	111284
73.6666666666667	0	2612	111286
73.75	0	2606	111292
73.8333333333333	0	2605	111293
73.9166666666667	0	2599	111299
74	0	2598	111300
74.0833333333333	0	2595	111303
74.1666666666667	0	2592	111306
74.25	0	2591	111307
74.3333333333333	0	2585	111313
74.4166666666667	0	2580	111318
74.5	0	2577	111321
74.5833333333333	0	2574	111324
74.6666666666667	0	2571	111327
74.75	0	2567	111331
74.8333333333333	0	2561	111337
74.9166666666667	0	2559	111339
75	0	2555	111343
75.0833333333333	0	2552	111346
75.1666666666667	0	2552	111346
75.25	0	2551	111347
